group_id,event,ambiguousflag,track_id,filename,video,frame,datetime,tagid,mergethreshold,eventid,short_interruption,complex,comment,error,to_review,labelbee_valid
722,DU,,10303,5second/track_10303_5s.png,5_02_R_190807150000.cfr.mp4,43305,2019-08-07 15:36:26.000,2321,5s,2321__10303,,,,,,
723,D,,13240,5second/track_13240_5s.png,26_02_R_190808110000.cfr.mp4,54794,2019-08-08 11:45:42.700,2321,5s,2321__13240,,,,,,
724,U,,13277,5second/track_13277_5s.png,26_02_R_190808110000.cfr.mp4,54968,2019-08-08 11:45:50.050,2321,5s,2321__13277_13278,,,,,,
725,D,,14730,5second/track_14730_5s.png,26_02_R_190808110000.cfr.mp4,61933,2019-08-08 11:51:39.400,2321,5s,2321__14730,,,,,,
726,D,,1761,5second/track_01761_5s.png,1_02_R_190807110000.cfr.mp4,7743,2019-08-07 11:06:28.000,2347,5s,2347__1761,,,,,,
727,D,,10669,5second/track_10669_5s.png,4_02_R_190807140000.cfr.mp4,53352,2019-08-07 14:44:28.700,2347,5s,2347__10669,,,,,,
728,U,,11195,5second/track_11195_5s.png,4_02_R_190807140000.cfr.mp4,55781,2019-08-07 14:46:30.000,2347,5s,2347__11195,,,,,,
729,U,,13525,5second/track_13525_5s.png,27_02_R_190808120000.cfr.mp4,50317,2019-08-08 12:41:56.450,2347,5s,2347__13525,,,,,,
730,D,,11777,5second/track_11777_5s.png,29_02_R_190808140000.cfr.mp4,52855,2019-08-08 14:44:04.400,2347,5s,2347__11777,,,,,,
731,U,,4000,5second/track_04000_5s.png,30_02_R_190808150000.cfr.mp4,14046,2019-08-08 15:11:43.100,2347,5s,2347__4000,,,,,,
732,D,,7184,5second/track_07184_5s.png,4_02_R_190807140000.cfr.mp4,38074,2019-08-07 14:31:44.800,2356,5s,2356__7184,,,,,,
733,D,,11051,5second/track_11051_5s.png,5_02_R_190807150000.cfr.mp4,46473,2019-08-07 15:38:49.800,2356,5s,2356__11051,,,,,,
734,U,,17915,5second/track_17915_5s.png,6_02_R_190807160000.cfr.mp4,68210,2019-08-07 16:56:53.400,2356,5s,2356__17915,,,,,,
735,D,,14840,5second/track_14840_5s.png,26_02_R_190808110000.cfr.mp4,62461,2019-08-08 11:52:07.100,2356,5s,2356__14840,,,,,,
736,D,,11744,5second/track_11744_5s.png,29_02_R_190808140000.cfr.mp4,52618,2019-08-08 14:44:00.650,2356,5s,2356__11744,,,,,,
737,UD,,12875,5second/track_12875_5s.png,30_02_R_190808150000.cfr.mp4,45188,2019-08-08 15:37:42.450,2356,5s,2356__12875,,,,,,
738,DU,x,3954,5second/track_03954_5s.png,1_02_R_190807110000.cfr.mp4,18353,2019-08-07 11:15:19.050,2358,5s,2358__3954,,,stay_at_entrance,,,
739,D,,4014,5second/track_04014_5s.png,1_02_R_190807110000.cfr.mp4,18799,2019-08-07 11:15:42.100,2358,5s,2358__4014,,,,,,
740,D,,6696,5second/track_06696_5s.png,2_02_R_190807120000.cfr.mp4,28600,2019-08-07 12:23:57.700,2358,5s,2358__6696_6711,x,x,complex u-turn,,,
741,U,,5822,5second/track_05822_5s.png,5_02_R_190807150000.cfr.mp4,25346,2019-08-07 15:21:08.450,2358,5s,2358__5822,,,,,,
742,D,,14841,5second/track_14841_5s.png,5_02_R_190807150000.cfr.mp4,64555,2019-08-07 15:53:55.450,2358,5s,2358__14841_14862,,,u-turn in trajectory,,,
743,U,,9595,5second/track_09595_5s.png,6_02_R_190807160000.cfr.mp4,41165,2019-08-07 16:34:19.700,2358,5s,2358__9595,x,,,,,
744,DU,,2244,5second/track_02244_5s.png,26_02_R_190808110000.cfr.mp4,8126,2019-08-08 11:06:49.800,2358,5s,2358__2244,,,,,,
745,D,,4738,5second/track_04738_5s.png,26_02_R_190808110000.cfr.mp4,17197,2019-08-08 11:14:21.550,2358,5s,2358__4738,,,,,,
746,U,,12178,5second/track_12178_5s.png,27_02_R_190808120000.cfr.mp4,44920,2019-08-08 12:37:27.200,2358,5s,2358__12178,,,,,,
747,D,,6598,5second/track_06598_5s.png,29_02_R_190808140000.cfr.mp4,30630,2019-08-08 14:25:32.550,2358,5s,2358__6598,,,,,,
748,U,,18291,5second/track_18291_5s.png,30_02_R_190808150000.cfr.mp4,62330,2019-08-08 15:51:57.950,2358,5s,2358__18291,,,,,,
749,x,x,106,5second/track_00106_5s.png,1_02_R_190807110000.cfr.mp4,531,2019-08-07 11:00:27.200,2364,5s,2364__106,,,stay_at_exit,,,
750,UD,,520,5second/track_00520_5s.png,1_02_R_190807110000.cfr.mp4,2354,2019-08-07 11:02:07.700,2364,5s,2364__520_540,x,,,,,
751,x,x,676,5second/track_00676_5s.png,1_02_R_190807110000.cfr.mp4,3072,2019-08-07 11:02:33.900,2364,5s,2364__676,,,stay_at_exit,,,
752,UD,,709,5second/track_00709_5s.png,1_02_R_190807110000.cfr.mp4,3186,2019-08-07 11:02:42.850,2364,5s,2364__709,,,,,,
753,UD,,959,5second/track_00959_5s.png,1_02_R_190807110000.cfr.mp4,4156,2019-08-07 11:03:31.450,2364,5s,2364__959,,,,,,
754,U,,1607,5second/track_01607_5s.png,1_02_R_190807110000.cfr.mp4,7221,2019-08-07 11:06:02.800,2364,5s,2364__1607,,,,,,
755,D,,3728,5second/track_03728_5s.png,1_02_R_190807110000.cfr.mp4,16931,2019-08-07 11:14:09.650,2364,5s,2364__3728,,,,,,
756,UD,,3743,5second/track_03743_5s.png,1_02_R_190807110000.cfr.mp4,17117,2019-08-07 11:14:24.000,2364,5s,2364__3743,,,,,,
757,,,3911,5second/track_03911_5s.png,1_02_R_190807110000.cfr.mp4,18150,2019-08-07 11:15:09.200,2364,5s,2364__3911,,,,,,
758,U,,3920,5second/track_03920_5s.png,1_02_R_190807110000.cfr.mp4,16425,2019-08-07 15:13:51.550,2364,5s,2364__3920,,,u-turn in trajectory,False,,True
759,DU,,4013,5second/track_04013_5s.png,1_02_R_190807110000.cfr.mp4,18787,2019-08-07 11:15:50.550,2364,5s,2364__4013,,,,,,
760,D,,4272,5second/track_04272_5s.png,1_02_R_190807110000.cfr.mp4,20357,2019-08-07 11:17:25.600,2364,5s,2364__4272_4284_4296_4328,x,x,complex u-turn,False,,True
761,x,x,4412,5second/track_04412_5s.png,1_02_R_190807110000.cfr.mp4,21301,2019-08-07 11:17:49.300,2364,5s,2364__4412,,,stay_at_exit,,,
762,x,x,4446,5second/track_04446_5s.png,1_02_R_190807110000.cfr.mp4,21534,2019-08-07 13:28:43.100,2364,5s,2364__4446,,,,True,,True
763,D,,4490,5second/track_04490_5s.png,1_02_R_190807110000.cfr.mp4,21795,2019-08-07 11:18:16.150,2364,5s,2364__4490,,,,,,
764,U,,4902,5second/track_04902_5s.png,1_02_R_190807110000.cfr.mp4,23790,2019-08-07 11:19:51.600,2364,5s,2364__4902,,,,,,
765,x,x,5532,5second/track_05532_5s.png,1_02_R_190807110000.cfr.mp4,27833,2019-08-07 11:23:13.400,2364,5s,2364__5532,,,stay_at_entrance,,,
766,x,x,6211,5second/track_06211_5s.png,1_02_R_190807110000.cfr.mp4,31681,2019-08-07 11:26:25.000,2364,5s,2364__6211_6212,,,stay_at_entrance,,,
767,D,,6246,5second/track_06246_5s.png,1_02_R_190807110000.cfr.mp4,31859,2019-08-07 11:26:35.800,2364,5s,2364__6246_6249,x,,,,,
768,UD,,6344,5second/track_06344_5s.png,1_02_R_190807110000.cfr.mp4,32417,2019-08-07 11:27:03.200,2364,5s,2364__6344,,,,,,
769,UD,,6455,5second/track_06455_5s.png,1_02_R_190807110000.cfr.mp4,33011,2019-08-07 11:27:34.650,2364,5s,2364__6455,,,,,,
770,x,x,6986,5second/track_06986_5s.png,1_02_R_190807110000.cfr.mp4,35678,2019-08-07 11:29:45.050,2364,5s,2364__6986,,,stay_at_exit,,,
771,U,,7021,5second/track_07021_5s.png,1_02_R_190807110000.cfr.mp4,35814,2019-08-07 11:29:55.000,2364,5s,2364__7021,,,,,,
772,U,,7069,5second/track_07069_5s.png,1_02_R_190807110000.cfr.mp4,36182,2019-08-07 11:30:14.300,2364,5s,2364__7069,,,,,,
773,D,,7133,5second/track_07133_5s.png,1_02_R_190807110000.cfr.mp4,36415,2019-08-07 11:30:25.650,2364,5s,2364__7133,,,,,,
774,UD,x,7354,5second/track_07354_5s.png,1_02_R_190807110000.cfr.mp4,37378,2019-08-07 11:31:21.400,2364,5s,2364__7354_7375,,,stay_at_exit,,,
775,U,,7422,5second/track_07422_5s.png,1_02_R_190807110000.cfr.mp4,37741,2019-08-07 11:31:39.200,2364,5s,2364__7422_7434,,,,,,
776,DU,,7494,5second/track_07494_5s.png,1_02_R_190807110000.cfr.mp4,38116,2019-08-07 11:31:59.700,2364,5s,2364__7494_7530,x,,,,,
777,x,x,7649,5second/track_07649_5s.png,1_02_R_190807110000.cfr.mp4,39065,2019-08-07 11:32:34.000,2364,5s,2364__7649,,,stay_at_entrance,,,
778,D,,7665,5second/track_07665_5s.png,1_02_R_190807110000.cfr.mp4,39265,2019-08-07 11:32:46.800,2364,5s,2364__7665,,,,,,
779,DU,,8019,5second/track_08019_5s.png,1_02_R_190807110000.cfr.mp4,40900,2019-08-07 11:34:19.450,2364,5s,2364__8019_8036,x,True,complex u-turn,,,
780,D,,8489,5second/track_08489_5s.png,1_02_R_190807110000.cfr.mp4,44118,2019-08-07 11:36:50.150,2364,5s,2364__8489,,,,,,
781,U,,8627,5second/track_08627_5s.png,1_02_R_190807110000.cfr.mp4,44839,2019-08-07 11:37:24.000,2364,5s,2364__8627,,,,,,
782,D,,8731,5second/track_08731_5s.png,1_02_R_190807110000.cfr.mp4,45223,2019-08-07 11:37:43.450,2364,5s,2364__8731,,,,,,
783,UD,,8858,5second/track_08858_5s.png,1_02_R_190807110000.cfr.mp4,45797,2019-08-07 11:38:12.450,2364,5s,2364__8858,,,,,,
784,U,,9287,5second/track_09287_5s.png,1_02_R_190807110000.cfr.mp4,47492,2019-08-07 11:39:51.650,2364,5s,2364__9287,,,,,,
785,D,,11344,5second/track_11344_5s.png,1_02_R_190807110000.cfr.mp4,57881,2019-08-07 11:48:16.700,2364,5s,2364__11344,,,,,,
786,U,,11396,5second/track_11396_5s.png,1_02_R_190807110000.cfr.mp4,58178,2019-08-07 11:48:42.150,2364,5s,2364__11396_11412_11429,x,x,u-turn in trajectory,,,
787,D,,11528,5second/track_11528_5s.png,1_02_R_190807110000.cfr.mp4,58841,2019-08-07 11:49:09.950,2364,5s,2364__11528,,,,,,
788,U,,11713,5second/track_11713_5s.png,1_02_R_190807110000.cfr.mp4,59866,2019-08-07 11:50:00.500,2364,5s,2364__11713,,,,,,
789,x,x,11717,5second/track_11717_5s.png,1_02_R_190807110000.cfr.mp4,59889,2019-08-07 11:49:54.450,2364,5s,2364__11717,,,,,,
790,DU,,11739,5second/track_11739_5s.png,1_02_R_190807110000.cfr.mp4,60041,2019-08-07 11:50:10.000,2364,5s,2364__11739,,,,,,
791,DU,x,11795,5second/track_11795_5s.png,1_02_R_190807110000.cfr.mp4,60545,2019-08-07 11:50:30.600,2364,5s,2364__11795_11797,x,,stay_at_entrance,,,
792,DU,x,11830,5second/track_11830_5s.png,1_02_R_190807110000.cfr.mp4,60791,2019-08-07 11:50:40.650,2364,5s,2364__11830,,,stay_at_entrance,,,
793,DU,,11930,5second/track_11930_5s.png,1_02_R_190807110000.cfr.mp4,61247,2019-08-07 11:51:09.450,2364,5s,2364__11930,,,,,,
794,D,,12199,5second/track_12199_5s.png,1_02_R_190807110000.cfr.mp4,62767,2019-08-07 11:52:21.200,2364,5s,2364__12199,,,,,,
795,U,,12503,5second/track_12503_5s.png,1_02_R_190807110000.cfr.mp4,64413,2019-08-07 11:53:47.350,2364,5s,2364__12503,,,,,,
796,D,,13259,5second/track_13259_5s.png,1_02_R_190807110000.cfr.mp4,68238,2019-08-07 11:56:53.550,2364,5s,2364__13259,,,,,,
797,UD,,13314,5second/track_13314_5s.png,1_02_R_190807110000.cfr.mp4,68435,2019-08-07 11:57:07.400,2364,5s,2364__13314,,,,,,
798,DU,,13602,5second/track_13602_5s.png,1_02_R_190807110000.cfr.mp4,70181,2019-08-07 11:58:31.200,2364,5s,2364__13602,,,,,,
799,DU,,13715,5second/track_13715_5s.png,1_02_R_190807110000.cfr.mp4,71021,2019-08-07 11:59:14.200,2364,5s,2364__13715,,,,,,
800,DU,,13743,5second/track_13743_5s.png,1_02_R_190807110000.cfr.mp4,71205,2019-08-07 11:59:22.450,2364,5s,2364__13743,,,,,,
801,U,,13794,5second/track_13794_5s.png,1_02_R_190807110000.cfr.mp4,71401,2019-08-07 11:59:36.850,2364,5s,2364__13794_13803,x,,u-turn in trajectory,,,
802,D,,13871,5second/track_13871_5s.png,1_02_R_190807110000.cfr.mp4,71873,2019-08-07 11:59:59.200,2364,5s,2364__13871,,,end_on_ramp,,,
803,UD,,33,5second/track_00033_5s.png,2_02_R_190807120000.cfr.mp4,130,2019-08-07 12:00:24.750,2364,5s,2364__33_103,x,True,complex u-turn,,,
804,UD,,744,5second/track_00744_5s.png,2_02_R_190807120000.cfr.mp4,3520,2019-08-07 12:03:03.100,2364,5s,2364__744,,,,,,
805,x,x,1374,5second/track_01374_5s.png,2_02_R_190807120000.cfr.mp4,6373,2019-08-07 12:05:20.550,2364,5s,2364__1374_1377,x,,stay_at_exit,,,
806,U,,1528,5second/track_01528_5s.png,2_02_R_190807120000.cfr.mp4,6921,2019-08-07 12:05:57.100,2364,5s,2364__1528_1545,,,,,,
807,D,,5109,5second/track_05109_5s.png,2_02_R_190807120000.cfr.mp4,22471,2019-08-07 12:18:58.450,2364,5s,2364__5109,,,,,,
808,UD,,5371,5second/track_05371_5s.png,2_02_R_190807120000.cfr.mp4,23286,2019-08-07 12:19:41.900,2364,5s,2364__5371_5404_5428,,,,,,
809,x,x,5527,5second/track_05527_5s.png,2_02_R_190807120000.cfr.mp4,23910,2019-08-07 12:19:56.250,2364,5s,2364__5527,,,stay_at_exit,,,
810,U,,5721,5second/track_05721_5s.png,2_02_R_190807120000.cfr.mp4,24637,2019-08-07 12:20:38.350,2364,5s,2364__5721_5732,,,,,,
811,DU,,5921,5second/track_05921_5s.png,2_02_R_190807120000.cfr.mp4,25454,2019-08-07 12:21:21.550,2364,5s,2364__5921,,,,,,
812,D,,6067,5second/track_06067_5s.png,2_02_R_190807120000.cfr.mp4,26154,2019-08-07 12:21:55.750,2364,5s,2364__6067,,,,,,
813,x,x,6168,5second/track_06168_5s.png,2_02_R_190807120000.cfr.mp4,26571,2019-08-07 12:22:18.100,2364,5s,2364__6168_6201,,,noise,,,
814,x,x,6412,5second/track_06412_5s.png,2_02_R_190807120000.cfr.mp4,27564,2019-08-07 12:22:58.800,2364,5s,2364__6412,,,stay_at_exit,,,
815,UD,,6554,5second/track_06554_5s.png,2_02_R_190807120000.cfr.mp4,28109,2019-08-07 12:23:33.100,2364,5s,2364__6554,,,,,,
816,x,x,7481,5second/track_07481_5s.png,2_02_R_190807120000.cfr.mp4,32410,2019-08-07 12:27:04.550,2364,5s,2364__7481_7488,,,disjointed,True,,True
817,DU,,8421,5second/track_08421_5s.png,2_02_R_190807120000.cfr.mp4,37957,2019-08-07 12:31:46.000,2364,5s,2364__8421,,,,,,
818,D,,9761,5second/track_09761_5s.png,2_02_R_190807120000.cfr.mp4,45365,2019-08-07 12:37:52.400,2364,5s,2364__9761,,,,,,
819,U,,9900,5second/track_09900_5s.png,2_02_R_190807120000.cfr.mp4,46248,2019-08-07 12:38:42.700,2364,5s,2364__9900_9936,x,,,,,
820,D,,9988,5second/track_09988_5s.png,2_02_R_190807120000.cfr.mp4,46714,2019-08-07 12:39:05.350,2364,5s,2364__9988_9995,x,,,,,
821,UD,,10103,5second/track_10103_5s.png,2_02_R_190807120000.cfr.mp4,47253,2019-08-07 12:39:31.500,2364,5s,2364__10103,,,,,,
822,U,,10555,5second/track_10555_5s.png,2_02_R_190807120000.cfr.mp4,49563,2019-08-07 12:41:21.150,2364,5s,2364__10555,,,,,,
823,x,x,10591,5second/track_10591_5s.png,2_02_R_190807120000.cfr.mp4,49788,2019-08-07 12:41:30.200,2364,5s,2364__10591,,,stay_at_entrance,,,
824,D,,11123,5second/track_11123_5s.png,2_02_R_190807120000.cfr.mp4,52559,2019-08-07 12:43:50.200,2364,5s,2364__11123,,,,,,
825,DU,,11238,5second/track_11238_5s.png,2_02_R_190807120000.cfr.mp4,53325,2019-08-07 12:44:31.600,2364,5s,2364__11238,,,,,,
826,U,,11969,5second/track_11969_5s.png,2_02_R_190807120000.cfr.mp4,57515,2019-08-07 12:48:22.200,2364,5s,2364__11969_12037_12070,,x,complex u-turn,,,
827,x,x,12159,5second/track_12159_5s.png,2_02_R_190807120000.cfr.mp4,58389,2019-08-07 12:48:44.450,2364,5s,2364__12159_12188,x,,stay_at_entrance,,,
828,U,,13440,5second/track_13440_5s.png,2_02_R_190807120000.cfr.mp4,64918,2019-08-07 12:54:10.700,2364,5s,2364__13440,,,,,,
829,D,,14144,5second/track_14144_5s.png,2_02_R_190807120000.cfr.mp4,68885,2019-08-07 12:57:32.000,2364,5s,2364__14144,,,,,,
830,U,,14248,5second/track_14248_5s.png,2_02_R_190807120000.cfr.mp4,69442,2019-08-07 12:57:56.200,2364,5s,2364__14248,,,,,,
831,D,,14353,5second/track_14353_5s.png,2_02_R_190807120000.cfr.mp4,70233,2019-08-07 12:58:36.000,2364,5s,2364__14353,,,,,,
832,DU,True,551,5second/track_00551_5s.png,3_02_R_190807130000.cfr.mp4,2108,2019-08-07 15:01:45.450,2364,5s,2364__551,,,disjointed,,,
833,D,,579,5second/track_00579_5s.png,3_02_R_190807130000.cfr.mp4,2582,2019-08-07 13:02:18.700,2364,5s,2364__579_606,,,u-turn in trajectory,,,
834,UD,,736,5second/track_00736_5s.png,3_02_R_190807130000.cfr.mp4,3530,2019-08-07 13:03:22.050,2364,5s,2364__736_753_764,x,True,complex u-turn,,,
835,DU,,784,5second/track_00784_5s.png,3_02_R_190807130000.cfr.mp4,4282,2019-08-07 13:03:40.900,2364,5s,2364__784,,,,,,
836,D,,820,5second/track_00820_5s.png,3_02_R_190807130000.cfr.mp4,4815,2019-08-07 13:04:04.200,2364,5s,2364__820,,,,,,
837,U,,837,5second/track_00837_5s.png,3_02_R_190807130000.cfr.mp4,5000,2019-08-07 13:04:13.800,2364,5s,2364__837,,,,,,
838,D,,878,5second/track_00878_5s.png,3_02_R_190807130000.cfr.mp4,5345,2019-08-07 13:04:35.600,2364,5s,2364__878_894,x,,u-turn in trajectory,,,
839,UD,,1169,5second/track_01169_5s.png,3_02_R_190807130000.cfr.mp4,6889,2019-08-07 13:05:53.150,2364,5s,2364__1169,,,,,,
840,U,,1337,5second/track_01337_5s.png,3_02_R_190807130000.cfr.mp4,8002,2019-08-07 13:06:44.100,2364,5s,2364__1337,,,,,,
841,D,,1389,5second/track_01389_5s.png,3_02_R_190807130000.cfr.mp4,8545,2019-08-07 13:07:21.200,2364,5s,2364__1389_1396_1420_1427,x,,,,,
842,UD,,1477,5second/track_01477_5s.png,3_02_R_190807130000.cfr.mp4,8973,2019-08-07 13:07:30.400,2364,5s,2364__1477,,,stay_at_exit,,,
843,x,x,1583,5second/track_01583_5s.png,3_02_R_190807130000.cfr.mp4,9371,2019-08-07 13:07:50.500,2364,5s,2364__1583,,,stay_at_exit,,,
844,UD,,1678,5second/track_01678_5s.png,3_02_R_190807130000.cfr.mp4,9762,2019-08-07 13:08:11.050,2364,5s,2364__1678,,,,,,
845,UD,,1969,5second/track_01969_5s.png,3_02_R_190807130000.cfr.mp4,10734,2019-08-07 13:09:02.650,2364,5s,2364__1969_1989,x,,,,,
846,U,,2316,5second/track_02316_5s.png,3_02_R_190807130000.cfr.mp4,12665,2019-08-07 13:10:51.700,2364,5s,2364__2316,,,,,,
847,D,,2458,5second/track_02458_5s.png,3_02_R_190807130000.cfr.mp4,13594,2019-08-07 13:11:21.300,2364,5s,2364__2458,,,,,,
848,U,,2538,5second/track_02538_5s.png,3_02_R_190807130000.cfr.mp4,14169,2019-08-07 13:11:54.650,2364,5s,2364__2538,,,,,,
849,D,,2588,5second/track_02588_5s.png,3_02_R_190807130000.cfr.mp4,14597,2019-08-07 13:12:12.500,2364,5s,2364__2588,,,,,,
850,U,,2624,5second/track_02624_5s.png,3_02_R_190807130000.cfr.mp4,14777,2019-08-07 13:12:24.300,2364,5s,2364__2624_2633,x,,u-turn in trajectory,,,
851,x,True,2776,5second/track_02776_5s.png,3_02_R_190807130000.cfr.mp4,16420,2019-08-07 14:13:42.450,2364,5s,2364__2776_2786_2787,,,disjointed,True,,True
852,DU,,2963,5second/track_02963_5s.png,3_02_R_190807130000.cfr.mp4,18684,2019-08-07 13:15:40.650,2364,5s,2364__2963_2968,,True,double u-turn,,,
853,U,,3009,5second/track_03009_5s.png,3_02_R_190807130000.cfr.mp4,19406,2019-08-07 13:16:14.250,2364,5s,2364__3009,,,,,,
854,D,,3048,5second/track_03048_5s.png,3_02_R_190807130000.cfr.mp4,19678,2019-08-07 13:16:28.450,2364,5s,2364__3048,,,,,,
855,UD,,3090,5second/track_03090_5s.png,3_02_R_190807130000.cfr.mp4,19939,2019-08-07 13:16:40.750,2364,5s,2364__3090,,,,,,
856,D,,3292,5second/track_03292_5s.png,3_02_R_190807130000.cfr.mp4,21582,2019-08-07 13:18:08.350,2364,5s,2364__3292_3295,x,,,,,
857,D,,3384,5second/track_03384_5s.png,3_02_R_190807130000.cfr.mp4,22598,2019-08-07 13:18:52.750,2364,5s,2364__3384,,,,,,
858,UD,,3415,5second/track_03415_5s.png,3_02_R_190807130000.cfr.mp4,22828,2019-08-07 13:19:13.100,2364,5s,2364__3415_3426,x,,,,,
859,x,x,3445,5second/track_03445_5s.png,3_02_R_190807130000.cfr.mp4,23290,2019-08-07 13:19:25.950,2364,5s,2364__3445,,,stay_at_exit,,,
860,UD,,3501,5second/track_03501_5s.png,3_02_R_190807130000.cfr.mp4,23886,2019-08-07 13:20:02.950,2364,5s,2364__3501_3509,x,,,,,
861,U,,3527,5second/track_03527_5s.png,3_02_R_190807130000.cfr.mp4,24223,2019-08-07 13:20:15.650,2364,5s,2364__3527,,,,,,
862,D,,3544,5second/track_03544_5s.png,3_02_R_190807130000.cfr.mp4,24482,2019-08-07 13:20:25.250,2364,5s,2364__3544,,,,,,
863,UD,,3585,5second/track_03585_5s.png,3_02_R_190807130000.cfr.mp4,24952,2019-08-07 13:20:59.300,2364,5s,2364__3585_3597,x,x,double u-turn,,,
864,UD,,3614,5second/track_03614_5s.png,3_02_R_190807130000.cfr.mp4,25414,2019-08-07 13:21:33.400,2364,5s,2364__3614_3622_3642,x,x,complex u-turn,,,
865,UD,,3679,5second/track_03679_5s.png,3_02_R_190807130000.cfr.mp4,26198,2019-08-07 13:21:52.750,2364,5s,2364__3679,,,,,,
866,UD,x,3698,5second/track_03698_5s.png,3_02_R_190807130000.cfr.mp4,26538,2019-08-07 13:22:08.500,2364,5s,2364__3698,,,stay_at_exit,,,
867,UD,,3719,5second/track_03719_5s.png,3_02_R_190807130000.cfr.mp4,26690,2019-08-07 13:22:20.300,2364,5s,2364__3719,,,,,,
868,U,,3761,5second/track_03761_5s.png,3_02_R_190807130000.cfr.mp4,27015,2019-08-07 13:22:32.450,2364,5s,2364__3761,,,,,,
869,D,,3766,5second/track_03766_5s.png,3_02_R_190807130000.cfr.mp4,27184,2019-08-07 13:22:41.150,2364,5s,2364__3766,,,,,,
870,U,,3783,5second/track_03783_5s.png,3_02_R_190807130000.cfr.mp4,27344,2019-08-07 13:23:03.000,2364,5s,2364__3783_3790,,,u-turn in trajectory,,,
871,D,,3871,5second/track_03871_5s.png,3_02_R_190807130000.cfr.mp4,28500,2019-08-07 13:23:47.700,2364,5s,2364__3871,,,,,,
872,U,,3900,5second/track_03900_5s.png,3_02_R_190807130000.cfr.mp4,28792,2019-08-07 13:24:15.150,2364,5s,2364__3900_3925,,,,,,
873,D,,3945,5second/track_03945_5s.png,3_02_R_190807130000.cfr.mp4,29266,2019-08-07 13:24:32.600,2364,5s,2364__3945_3948,,,u-turn in trajectory,,,
874,,True,4078,5second/track_04078_5s.png,3_02_R_190807130000.cfr.mp4,18883,2019-08-08 13:15:47.200,2364,5s,2364__4078,,,disjointed,True,,True
875,UD,,4769,5second/track_04769_5s.png,3_02_R_190807130000.cfr.mp4,36000,2019-08-07 13:30:07.000,2364,5s,2364__4769,,,,,,
876,x,x,5184,5second/track_05184_5s.png,3_02_R_190807130000.cfr.mp4,38181,2019-08-07 13:31:50.450,2364,5s,2364__5184,,,stay_at_exit,,,
877,U,,5322,5second/track_05322_5s.png,3_02_R_190807130000.cfr.mp4,38886,2019-08-07 13:32:33.850,2364,5s,2364__5322_5343,,,,,,
878,D,,5426,5second/track_05426_5s.png,3_02_R_190807130000.cfr.mp4,39764,2019-08-07 13:33:14.100,2364,5s,2364__5426,,,,,,
879,U,,6169,5second/track_06169_5s.png,3_02_R_190807130000.cfr.mp4,43507,2019-08-07 13:36:17.350,2364,5s,2364__6169,,,,,,
880,DU,x,6231,5second/track_06231_5s.png,3_02_R_190807130000.cfr.mp4,43748,2019-08-07 13:36:32.350,2364,5s,2364__6231,,,stay_at_entrance,,,
881,D,,6279,5second/track_06279_5s.png,3_02_R_190807130000.cfr.mp4,43957,2019-08-07 13:36:40.200,2364,5s,2364__6279,,,,,,
882,U,,6579,5second/track_06579_5s.png,3_02_R_190807130000.cfr.mp4,45066,2019-08-07 13:37:40.850,2364,5s,2364__6579_6605,x,,u-turn in trajectory,,,
883,D,,6649,5second/track_06649_5s.png,3_02_R_190807130000.cfr.mp4,45347,2019-08-07 13:37:52.150,2364,5s,2364__6649,,,,,,
884,U,,6872,5second/track_06872_5s.png,3_02_R_190807130000.cfr.mp4,46399,2019-08-07 13:38:52.900,2364,5s,2364__6872,,,,,,
885,D,,6954,5second/track_06954_5s.png,3_02_R_190807130000.cfr.mp4,46896,2019-08-07 13:39:08.250,2364,5s,2364__6954,,,,,,
886,U,,7311,5second/track_07311_5s.png,3_02_R_190807130000.cfr.mp4,48440,2019-08-07 13:40:33.600,2364,5s,2364__7311,,,,,,
887,D,,7556,5second/track_07556_5s.png,3_02_R_190807130000.cfr.mp4,50174,2019-08-07 13:41:53.450,2364,5s,2364__7556,,,,,,
888,UD,,7835,5second/track_07835_5s.png,3_02_R_190807130000.cfr.mp4,51837,2019-08-07 13:43:18.550,2364,5s,2364__7835,,,,,,
889,UD,,7972,5second/track_07972_5s.png,3_02_R_190807130000.cfr.mp4,52595,2019-08-07 13:43:56.800,2364,5s,2364__7972,,,,,,
890,UD,,7994,5second/track_07994_5s.png,3_02_R_190807130000.cfr.mp4,52885,2019-08-07 13:44:36.850,2364,5s,2364__7994_8024_8050,,True,complex u-turn,,,
891,UD,,8187,5second/track_08187_5s.png,3_02_R_190807130000.cfr.mp4,54202,2019-08-07 13:45:23.700,2364,5s,2364__8187,,,,,,
892,UD,,8312,5second/track_08312_5s.png,3_02_R_190807130000.cfr.mp4,54970,2019-08-07 13:45:51.000,2364,5s,2364__8312,,,stay_at_exit,,,
893,UD,x,8382,5second/track_08382_5s.png,3_02_R_190807130000.cfr.mp4,55534,2019-08-07 13:46:21.250,2364,5s,2364__8382_8400,,,stay_at_exit,,,
894,x,x,8555,5second/track_08555_5s.png,3_02_R_190807130000.cfr.mp4,56556,2019-08-07 13:47:09.300,2364,5s,2364__8555,,,stay_at_exit,,,
895,UD,x,8847,5second/track_08847_5s.png,3_02_R_190807130000.cfr.mp4,57850,2019-08-07 13:48:16.550,2364,5s,2364__8847,,,stay_at_exit,,,
